  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#55   | PROMO BURNISHED STEEL     |     24 |          395
 Brand#55   | PROMO BURNISHED TIN       |     27 |          395
 Brand#55   | SMALL BURNISHED COPPER    |     10 |          395
 Brand#55   | SMALL PLATED NICKEL       |      5 |          395
 Brand#55   | STANDARD PLATED BRASS     |     27 |          395
 Brand#11   | MEDIUM BRUSHED STEEL      |     10 |          394
 Brand#11   | SMALL POLISHED NICKEL     |     10 |          394
 Brand#13   | LARGE BRUSHED NICKEL      |     15 |          394
 Brand#13   | PROMO ANODIZED COPPER     |     10 |          394
 Brand#13   | SMALL POLISHED TIN        |     46 |          394
 Brand#14   | ECONOMY POLISHED NICKEL   |     21 |          394
 Brand#14   | MEDIUM PLATED BRASS       |     24 |          394
 Brand#14   | PROMO ANODIZED BRASS      |      5 |          394
 Brand#14   | SMALL POLISHED STEEL      |      5 |          394
 Brand#22   | SMALL BRUSHED STEEL       |     21 |          394
 Brand#23   | LARGE BRUSHED TIN         |      3 |          394
 Brand#24   | MEDIUM ANODIZED COPPER    |     21 |          394
 Brand#34   | SMALL BURNISHED STEEL     |     21 |          394
 Brand#34   | SMALL POLISHED TIN        |     24 |          394
 Brand#41   | STANDARD ANODIZED COPPER  |      3 |          394
 Brand#41   | STANDARD BURNISHED TIN    |     46 |          394
 Brand#42   | PROMO ANODIZED COPPER     |     15 |          394
 Brand#42   | PROMO PLATED STEEL        |      3 |          394
 Brand#43   | PROMO ANODIZED TIN        |     21 |          394
 Brand#43   | PROMO BRUSHED COPPER      |     24 |          394
 Brand#43   | PROMO PLATED BRASS        |     46 |          394
 Brand#44   | SMALL ANODIZED BRASS      |     27 |          394
 Brand#45   | PROMO BURNISHED TIN       |      3 |          394
 Brand#45   | SMALL POLISHED TIN        |     27 |          394
 Brand#45   | STANDARD ANODIZED TIN     |     10 |          394
 Brand#53   | MEDIUM ANODIZED BRASS     |     21 |          394
 Brand#23   | PROMO PLATED BRASS        |      5 |          393
 Brand#52   | MEDIUM PLATED COPPER      |     10 |          393
 Brand#52   | PROMO ANODIZED TIN        |     15 |          393
 Brand#11   | ECONOMY ANODIZED STEEL    |      5 |          392
 Brand#11   | ECONOMY BRUSHED BRASS     |     27 |          392
 Brand#11   | ECONOMY BRUSHED STEEL     |      3 |          392
 Brand#11   | ECONOMY BURNISHED TIN     |     21 |          392
 Brand#11   | LARGE ANODIZED COPPER     |     10 |          392
 Brand#11   | LARGE BRUSHED BRASS       |      3 |          392
 Brand#11   | LARGE BRUSHED NICKEL      |     24 |          392
 Brand#11   | LARGE PLATED STEEL        |      5 |          392
 Brand#11   | MEDIUM BURNISHED COPPER   |      5 |          392
 Brand#11   | MEDIUM PLATED TIN         |     46 |          392
 Brand#11   | PROMO ANODIZED STEEL      |     27 |          392
 Brand#11   | PROMO BRUSHED COPPER      |     21 |          392
 Brand#11   | PROMO BRUSHED TIN         |     46 |          392
 Brand#11   | PROMO POLISHED BRASS      |     27 |          392
 Brand#11   | PROMO POLISHED STEEL      |     15 |          392
 Brand#11   | SMALL ANODIZED BRASS      |      5 |          392
 Brand#11   | SMALL BRUSHED STEEL       |      5 |          392
 Brand#11   | SMALL BURNISHED NICKEL    |     27 |          392
 Brand#11   | SMALL PLATED NICKEL       |     46 |          392
 Brand#11   | SMALL PLATED TIN          |     21 |          392
 Brand#11   | STANDARD PLATED TIN       |     21 |          392
 Brand#13   | ECONOMY ANODIZED BRASS    |     27 |          392
 Brand#13   | ECONOMY ANODIZED COPPER   |     21 |          392
 Brand#13   | ECONOMY ANODIZED TIN      |     21 |          392
 Brand#13   | ECONOMY PLATED COPPER     |     15 |          392
 Brand#13   | LARGE ANODIZED BRASS      |     21 |          392
 Brand#13   | LARGE BURNISHED COPPER    |     15 |          392
 Brand#13   | LARGE BURNISHED TIN       |      5 |          392
 Brand#13   | MEDIUM BRUSHED NICKEL     |      5 |          392
 Brand#13   | PROMO ANODIZED COPPER     |     46 |          392
 Brand#13   | PROMO ANODIZED TIN        |     46 |          392
 Brand#13   | PROMO BRUSHED BRASS       |     21 |          392
 Brand#13   | PROMO BRUSHED COPPER      |     27 |          392
 Brand#13   | PROMO BURNISHED STEEL     |     24 |          392
 Brand#13   | PROMO PLATED NICKEL       |     15 |          392
 Brand#13   | PROMO PLATED STEEL        |     10 |          392
 Brand#13   | PROMO PLATED TIN          |     46 |          392
 Brand#13   | SMALL ANODIZED BRASS      |     21 |          392
 Brand#13   | SMALL BURNISHED BRASS     |     15 |          392
 Brand#13   | SMALL BURNISHED COPPER    |     15 |          392
 Brand#13   | SMALL BURNISHED TIN       |      5 |          392
 Brand#13   | SMALL POLISHED BRASS      |      3 |          392
 Brand#13   | STANDARD ANODIZED TIN     |      3 |          392
 Brand#13   | STANDARD BURNISHED COPPER |     27 |          392
 Brand#14   | ECONOMY ANODIZED BRASS    |      3 |          392
 Brand#14   | ECONOMY ANODIZED NICKEL   |     24 |          392
 Brand#14   | ECONOMY ANODIZED TIN      |     24 |          392
 Brand#14   | ECONOMY BRUSHED TIN       |     10 |          392
 Brand#14   | ECONOMY BURNISHED NICKEL  |      5 |          392
 Brand#14   | ECONOMY BURNISHED NICKEL  |     46 |          392
 Brand#14   | ECONOMY PLATED BRASS      |     24 |          392
 Brand#14   | ECONOMY PLATED NICKEL     |     46 |          392
 Brand#14   | ECONOMY POLISHED COPPER   |     27 |          392
 Brand#14   | ECONOMY POLISHED NICKEL   |      5 |          392
 Brand#14   | LARGE BURNISHED COPPER    |     24 |          392
 Brand#14   | LARGE BURNISHED NICKEL    |      3 |          392
 Brand#14   | MEDIUM ANODIZED COPPER    |      5 |          392
 Brand#14   | MEDIUM ANODIZED COPPER    |     15 |          392
 Brand#14   | MEDIUM BRUSHED COPPER     |      3 |          392
 Brand#14   | MEDIUM BURNISHED BRASS    |     10 |          392
 Brand#14   | MEDIUM BURNISHED NICKEL   |     15 |          392
 Brand#14   | MEDIUM POLISHED NICKEL    |     10 |          392
 Brand#14   | PROMO BRUSHED COPPER      |     10 |          392
 Brand#14   | PROMO BRUSHED TIN         |     15 |          392
 Brand#14   | PROMO BURNISHED NICKEL    |     46 |          392
 Brand#14   | PROMO PLATED COPPER       |     21 |          392
 Brand#14   | PROMO POLISHED STEEL      |      3 |          392
 Brand#14   | SMALL BRUSHED BRASS       |     21 |          392
 Brand#14   | SMALL BURNISHED BRASS     |     15 |          392
 Brand#14   | SMALL POLISHED NICKEL     |     21 |          392
 Brand#14   | SMALL POLISHED NICKEL     |     27 |          392
 Brand#14   | STANDARD ANODIZED COPPER  |     15 |          392
 Brand#14   | STANDARD BURNISHED STEEL  |     15 |          392
 Brand#15   | ECONOMY ANODIZED NICKEL   |      5 |          392
 Brand#15   | ECONOMY BRUSHED STEEL     |     15 |          392
 Brand#15   | ECONOMY BURNISHED BRASS   |     21 |          392
 Brand#15   | ECONOMY BURNISHED COPPER  |      3 |          392
 Brand#15   | ECONOMY BURNISHED TIN     |      3 |          392
 Brand#15   | ECONOMY PLATED COPPER     |     21 |          392
 Brand#15   | LARGE BRUSHED BRASS       |     24 |          392
 Brand#15   | MEDIUM ANODIZED TIN       |      5 |          392
 Brand#15   | MEDIUM ANODIZED TIN       |     10 |          392
 Brand#15   | MEDIUM BRUSHED BRASS      |     27 |          392
 Brand#15   | MEDIUM POLISHED BRASS     |      5 |          392
 Brand#15   | MEDIUM POLISHED NICKEL    |     21 |          392
 Brand#15   | PROMO ANODIZED COPPER     |     15 |          392
 Brand#15   | PROMO ANODIZED NICKEL     |      5 |          392
 Brand#15   | PROMO BRUSHED BRASS       |     24 |          392
 Brand#15   | PROMO BRUSHED COPPER      |      3 |          392
 Brand#15   | PROMO BURNISHED NICKEL    |     27 |          392
 Brand#15   | PROMO PLATED TIN          |     27 |          392
 Brand#15   | PROMO POLISHED TIN        |      5 |          392
 Brand#15   | SMALL ANODIZED COPPER     |      5 |          392
 Brand#15   | SMALL BRUSHED TIN         |     46 |          392
 Brand#15   | SMALL BURNISHED BRASS     |     21 |          392
 Brand#15   | SMALL BURNISHED TIN       |     21 |          392
 Brand#15   | SMALL POLISHED TIN        |     24 |          392
 Brand#15   | STANDARD PLATED BRASS     |     15 |          392
 Brand#15   | STANDARD PLATED STEEL     |     10 |          392
 Brand#15   | STANDARD PLATED STEEL     |     21 |          392
 Brand#15   | STANDARD PLATED TIN       |     46 |          392
 Brand#21   | ECONOMY ANODIZED STEEL    |      5 |          392
 Brand#21   | ECONOMY BRUSHED COPPER    |     21 |          392
 Brand#21   | ECONOMY BURNISHED BRASS   |      5 |          392
 Brand#21   | ECONOMY BURNISHED NICKEL  |      5 |          392
 Brand#21   | ECONOMY BURNISHED STEEL   |     24 |          392
 Brand#21   | ECONOMY BURNISHED STEEL   |     46 |          392
 Brand#21   | ECONOMY PLATED BRASS      |      5 |          392
 Brand#21   | ECONOMY POLISHED TIN      |     10 |          392
 Brand#21   | LARGE ANODIZED TIN        |     21 |          392
 Brand#21   | LARGE BRUSHED STEEL       |     24 |          392
 Brand#21   | LARGE BRUSHED TIN         |      5 |          392
 Brand#21   | LARGE BURNISHED BRASS     |     10 |          392
 Brand#21   | MEDIUM ANODIZED NICKEL    |      5 |          392
 Brand#21   | PROMO ANODIZED STEEL      |     27 |          392
 Brand#21   | PROMO PLATED TIN          |     46 |          392
 Brand#21   | SMALL BRUSHED COPPER      |     27 |          392
 Brand#21   | SMALL BURNISHED STEEL     |     15 |          392
 Brand#21   | SMALL PLATED STEEL        |     15 |          392
 Brand#21   | SMALL PLATED TIN          |      5 |          392
 Brand#21   | SMALL POLISHED NICKEL     |     24 |          392
 Brand#21   | STANDARD ANODIZED NICKEL  |      3 |          392
 Brand#21   | STANDARD BURNISHED NICKEL |      5 |          392
 Brand#21   | STANDARD BURNISHED STEEL  |     46 |          392
 Brand#21   | STANDARD POLISHED BRASS   |      3 |          392
 Brand#21   | STANDARD POLISHED NICKEL  |     46 |          392
 Brand#22   | ECONOMY ANODIZED STEEL    |     46 |          392
 Brand#22   | ECONOMY BRUSHED BRASS     |     15 |          392
 Brand#22   | ECONOMY BURNISHED NICKEL  |     15 |          392
 Brand#22   | ECONOMY PLATED BRASS      |     21 |          392
 Brand#22   | ECONOMY POLISHED COPPER   |     10 |          392
 Brand#22   | LARGE ANODIZED BRASS      |     10 |          392
 Brand#22   | LARGE ANODIZED NICKEL     |     46 |          392
 Brand#22   | LARGE BRUSHED NICKEL      |     21 |          392
 Brand#22   | LARGE BURNISHED NICKEL    |     10 |          392
 Brand#22   | LARGE BURNISHED STEEL     |     27 |          392
 Brand#22   | LARGE BURNISHED TIN       |     10 |          392
 Brand#22   | MEDIUM BRUSHED STEEL      |     15 |          392
 Brand#22   | MEDIUM PLATED BRASS       |      5 |          392
 Brand#22   | PROMO BRUSHED COPPER      |     21 |          392
 Brand#22   | PROMO BURNISHED STEEL     |     21 |          392
 Brand#22   | PROMO BURNISHED STEEL     |     24 |          392
 Brand#22   | PROMO PLATED NICKEL       |     21 |          392
 Brand#22   | PROMO PLATED TIN          |      5 |          392
 Brand#22   | SMALL ANODIZED BRASS      |      3 |          392
 Brand#22   | SMALL BRUSHED COPPER      |     10 |          392
 Brand#22   | SMALL BRUSHED STEEL       |     27 |          392
 Brand#22   | SMALL BURNISHED BRASS     |     15 |          392
 Brand#22   | STANDARD BRUSHED BRASS    |     46 |          392
 Brand#22   | STANDARD BRUSHED NICKEL   |      5 |          392
 Brand#22   | STANDARD BRUSHED STEEL    |     24 |          392
 Brand#22   | STANDARD BURNISHED NICKEL |     21 |          392
 Brand#22   | STANDARD PLATED STEEL     |     15 |          392
 Brand#23   | ECONOMY BRUSHED NICKEL    |      3 |          392
 Brand#23   | ECONOMY BURNISHED NICKEL  |     27 |          392
 Brand#23   | ECONOMY PLATED TIN        |     21 |          392
 Brand#23   | LARGE ANODIZED COPPER     |     10 |          392
 Brand#23   | LARGE BRUSHED NICKEL      |     24 |          392
 Brand#23   | LARGE BURNISHED NICKEL    |     24 |          392
 Brand#23   | LARGE PLATED BRASS        |     15 |          392
 Brand#23   | LARGE PLATED NICKEL       |     15 |          392
 Brand#23   | MEDIUM ANODIZED BRASS     |     46 |          392
 Brand#23   | MEDIUM BRUSHED COPPER     |     24 |          392
 Brand#23   | MEDIUM POLISHED BRASS     |      5 |          392
 Brand#23   | PROMO ANODIZED NICKEL     |     46 |          392
 Brand#23   | PROMO BURNISHED COPPER    |     10 |          392
 Brand#23   | PROMO POLISHED TIN        |     15 |          392
 Brand#23   | SMALL POLISHED COPPER     |     10 |          392
 Brand#23   | STANDARD ANODIZED COPPER  |     15 |          392
 Brand#23   | STANDARD ANODIZED STEEL   |     24 |          392
 Brand#23   | STANDARD BURNISHED COPPER |     46 |          392
 Brand#23   | STANDARD PLATED NICKEL    |     24 |          392
 Brand#23   | STANDARD PLATED TIN       |     24 |          392
 Brand#23   | STANDARD POLISHED TIN     |     21 |          392
 Brand#23   | STANDARD POLISHED TIN     |     27 |          392
 Brand#24   | ECONOMY BRUSHED BRASS     |      3 |          392
 Brand#24   | ECONOMY BURNISHED TIN     |     24 |          392
 Brand#24   | ECONOMY PLATED COPPER     |     21 |          392
 Brand#24   | ECONOMY POLISHED NICKEL   |     21 |          392
 Brand#24   | LARGE BRUSHED STEEL       |      3 |          392
 Brand#24   | LARGE BURNISHED BRASS     |     10 |          392
 Brand#24   | LARGE PLATED COPPER       |      3 |          392
 Brand#24   | LARGE PLATED COPPER       |     46 |          392
 Brand#24   | LARGE PLATED NICKEL       |     10 |          392
 Brand#24   | LARGE PLATED STEEL        |     24 |          392
 Brand#24   | MEDIUM ANODIZED NICKEL    |     10 |          392
 Brand#24   | MEDIUM BRUSHED BRASS      |     27 |          392
 Brand#24   | MEDIUM BRUSHED COPPER     |      5 |          392
 Brand#24   | MEDIUM BRUSHED NICKEL     |      3 |          392
 Brand#24   | MEDIUM PLATED BRASS       |     10 |          392
 Brand#24   | MEDIUM POLISHED BRASS     |     24 |          392
 Brand#24   | PROMO BRUSHED NICKEL      |     27 |          392
 Brand#24   | PROMO BURNISHED BRASS     |     15 |          392
 Brand#24   | PROMO BURNISHED BRASS     |     24 |          392
 Brand#24   | PROMO PLATED STEEL        |     24 |          392
 Brand#24   | PROMO PLATED TIN          |      3 |          392
 Brand#24   | PROMO PLATED TIN          |     24 |          392
 Brand#24   | SMALL ANODIZED STEEL      |     46 |          392
 Brand#24   | SMALL BURNISHED BRASS     |     10 |          392
 Brand#24   | SMALL BURNISHED BRASS     |     21 |          392
 Brand#24   | SMALL BURNISHED STEEL     |     15 |          392
 Brand#24   | SMALL BURNISHED TIN       |      5 |          392
 Brand#24   | SMALL POLISHED COPPER     |     21 |          392
 Brand#24   | SMALL POLISHED STEEL      |     24 |          392
 Brand#24   | STANDARD ANODIZED COPPER  |      3 |          392
 Brand#24   | STANDARD ANODIZED COPPER  |     21 |          392
 Brand#24   | STANDARD ANODIZED STEEL   |     46 |          392
 Brand#24   | STANDARD BRUSHED BRASS    |     24 |          392
 Brand#24   | STANDARD BRUSHED NICKEL   |     24 |          392
 Brand#24   | STANDARD BURNISHED STEEL  |     15 |          392
 Brand#24   | STANDARD PLATED COPPER    |     21 |          392
 Brand#24   | STANDARD PLATED NICKEL    |     10 |          392
 Brand#24   | STANDARD PLATED STEEL     |     21 |          392
 Brand#25   | ECONOMY ANODIZED STEEL    |     21 |          392
 Brand#25   | ECONOMY ANODIZED TIN      |     24 |          392
 Brand#25   | ECONOMY POLISHED BRASS    |      3 |          392
 Brand#25   | ECONOMY POLISHED BRASS    |     46 |          392
 Brand#25   | LARGE PLATED COPPER       |     21 |          392
 Brand#25   | MEDIUM BURNISHED STEEL    |     15 |          392
 Brand#25   | MEDIUM PLATED BRASS       |     27 |          392
 Brand#25   | MEDIUM PLATED NICKEL      |     46 |          392
 Brand#25   | MEDIUM POLISHED COPPER    |     24 |          392
 Brand#25   | PROMO ANODIZED NICKEL     |     46 |          392
 Brand#25   | PROMO PLATED BRASS        |     15 |          392
